supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end,order_norm,score,segment
: ,",  ",North America,"nregion}_ {8,on}",--nT00,2018-07-30,2025-09-01,0.84,0.88,540,-72,0.0,0.772,Good
"end1 0-},3:nend9..",data42},Europe,":, ",_-5@totalsupplied,2018-09-25,2026-01-12,0.92,0.8,1878,61,0.5186046511627908,0.832,Good
",__,8",": 0,00",Middle East & Africa,: ,,2019-08-22,2022-01-03,0.9,0.88,1030,-1409,0.18992248062015504,0.821,Good
s0,: ,Asia Pacific,8-8 ,,2018-11-03,2025-12-05,0.87,0.85,1431,23,0.3453488372093023,0.81,Good
", ",:s,Asia Pacific,S ,contractscore_,2020-04-20,2026-01-12,0.86,0.86,874,61,0.12945736434108526,0.787,Good
: ,0SUP-_time9.id1,Asia Pacific,2 ,contract__rate,2019-06-05,2023-07-23,0.82,0.88,1463,-843,0.3577519379844961,0.798,Good
:s:- ,supplier:.,North America,,: ,2021-07-10,2023-01-14,0.92,0.88,647,-1033,0.041472868217054266,0.816,Good
", ",quality ,North America,contract_59_:,"totals, ",2020-05-03,2023-09-26,0.89,0.8,1983,-778,0.5593023255813954,0.821,Good
",: ",: ,Asia Pacific,:_,:00: ,2018-05-10,2024-04-29,0.82,0.83,944,-562,0.15658914728682172,0.758,Good
", ",._},Middle East & Africa,}-.3o_,e00suppliedcontract7@e,2019-02-08,2023-05-05,0.93,0.81,1643,-922,0.42751937984496124,0.832,Good
",_",}00,Europe,", ",supplier00quality:_start,2020-07-03,2022-03-01,0.88,0.8,2536,-1352,0.7736434108527132,0.837,Good
 ,@,North America,country,contactl,2018-07-01,2024-06-23,0.89,0.88,1480,-507,0.3643410852713178,0.833,Good
},on_8,Europe,: ,,2018-05-10,2025-06-15,0.93,0.88,1912,-150,0.5317829457364341,0.87,Excellent
,"supplier_T00_}, ",Europe,: ,_data}3 ,2019-12-30,2024-06-12,0.88,0.88,2658,-518,0.8209302325581396,0.874,Excellent
__contact,5e} ,Asia Pacific,_2,",.",2018-12-10,2023-06-05,0.82,0.85,540,-891,0.0,0.75,Good
}:rate471rate.n-time1,", ",Europe,",__delivery_s_",": 0, ",2019-03-20,2024-01-21,0.93,0.88,558,-661,0.0069767441860465115,0.818,Good
country 0 ,", ",Asia Pacific,: {,:_ ,2018-08-16,2021-12-01,0.93,0.88,3101,-1442,0.9926356589147287,0.916,Excellent
contact- ,: ,Europe,on006 0.,supplierid,2018-05-10,2023-03-21,0.82,0.86,1895,-967,0.5251937984496124,0.807,Good
: ,SUP:00,North America,on3s,", ",2021-04-06,2021-12-01,0.88,0.82,2460,-1442,0.7441860465116279,0.842,Good
regionidptotal9_orders00-.,"country,id59}o",Europe,"s,supplier",",.8@ll ",2020-10-06,2022-01-29,0.83,0.87,2112,-1383,0.6093023255813953,0.824,Good
o__{,quality_:,Asia Pacific, 0,:supplied ,2019-07-20,2024-09-14,0.87,0.87,2109,-424,0.608139534883721,0.844,Good
: ,"}, ",Asia Pacific,",email- ",2__ ,2019-11-10,2026-01-12,0.89,0.82,1303,61,0.2957364341085271,0.803,Good
on_SUP7,datap_,Europe,quality_3__ 0_s,: ,2021-02-22,2021-12-16,0.87,0.84,1507,-1427,0.3748062015503876,0.808,Good
"contact7contract.,_SUPcontract4_name",800 T00,Asia Pacific,: ,",8contractdelivery 0, ",2020-09-02,2024-07-14,0.93,0.87,722,-486,0.07054263565891473,0.82,Good
 ,- ,Middle East & Africa,"regionend, ",email_ ,2018-11-17,2023-03-29,0.92,0.84,544,-959,0.0015503875968992248,0.796,Good
":002time00,contracton,startcontract",5__00SUP00: ,North America,,s,2018-05-10,2025-10-18,0.89,0.82,1468,-25,0.35968992248062015,0.809,Good
2_,: ,Europe,", ",supplier,2020-01-23,2024-07-21,0.83,0.85,883,-479,0.13294573643410854,0.768,Good
}}_rateorderstotal,contract,Europe,contract: ,",_emailacountry",2021-07-22,2022-03-02,0.82,0.81,1323,-1351,0.30348837209302326,0.764,Good
__a,:00p_00,North America,: _-:}on,",",2019-03-10,2023-09-01,0.83,0.77,2920,-803,0.9224806201550387,0.815,Good
: ,4_.orders7o ,Europe,"{.T00_00, supplied",:0 ,2019-02-14,2024-03-13,0.83,0.88,1012,-609,0.18294573643410852,0.785,Good
: , ,Asia Pacific,data Si_31id8 00}_idtime: id,:.: ,2018-05-10,2026-01-12,0.88,0.81,1344,61,0.3116279069767442,0.795,Good
,}@:009,North America,_00suppliera,,2019-07-12,2022-03-04,0.82,0.82,1985,-1349,0.560077519379845,0.794,Good
contract_,{,Europe,000000-T00:2,: ,2018-07-10,2025-06-14,0.93,0.87,578,-151,0.014728682170542635,0.814,Good
_supplier00,:ratetimep5iorders_3start 7,Europe,:n,"-{T00:, ",2020-07-01,2024-05-12,0.93,0.85,1255,-549,0.2771317829457364,0.833,Good
supplieratime ,s-,North America,"00--edeliverysupplied32400 0rate, ",: total,2018-06-01,2024-01-20,0.84,0.88,3119,-662,0.9996124031007751,0.872,Excellent
_: ,countryemailscore,Asia Pacific,",supplier ","1,@_name",2020-07-14,2024-12-12,0.82,0.82,649,-335,0.04224806201550388,0.742,Good
supplied3:-0019__end,_email,Asia Pacific,, ,2020-08-18,2023-04-21,0.82,0.88,540,-936,0.0,0.762,Good
aa-odelivery-delivery{,202,Europe,}contract,: ,2021-06-05,2021-12-01,0.82,0.81,2935,-1442,0.9282945736434108,0.827,Good
: ,:_o,Europe,: ,_se,2020-05-01,2024-05-01,0.93,0.82,2173,-560,0.6329457364341086,0.856,Excellent
: {, ,North America,"total,delivery_",:.o_4starton@supplied,2018-07-03,2023-08-05,0.89,0.85,1556,-830,0.3937984496124031,0.824,Good
"00,T0000:aend00",qualitystart-_,North America,: ,s-00:00,2020-07-12,2024-07-12,0.93,0.85,1492,-488,0.3689922480620155,0.842,Good
":,qualityidon",SUPi,Europe,: ,", ",2018-05-10,2022-07-03,0.82,0.88,1290,-1228,0.29069767441860467,0.791,Good
: ,,Europe,: ,4 ,2019-01-22,2022-01-29,0.93,0.88,1144,-1383,0.23410852713178296,0.84,Good
",timeend","}8- id002, ",Europe,", -orders",on,2020-10-12,2022-09-30,0.93,0.88,1019,-1139,0.18565891472868218,0.836,Good
}1end6,pregion. ,Europe,",srate","contract_-, ",2018-05-10,2023-12-14,0.93,0.88,2003,-699,0.5670542635658915,0.874,Excellent
end7,- {,Middle East & Africa,eSUP_28o,",00",2019-07-17,2024-01-15,0.93,0.85,1016,-667,0.18449612403100776,0.823,Good
:contract,"country}total_00008,SUP_00",Europe,":, ","oend,9T00 0,o}. ",2018-12-29,2023-12-02,0.93,0.77,1253,-711,0.27635658914728684,0.801,Good
:2,":timestart, ",North America,_id_rateemail_timeeT00icontract9: ,}-1_,2018-12-17,2024-11-02,0.86,0.86,3030,-375,0.9651162790697675,0.871,Excellent
00s,__00,Latin America,-_:.,:: ,2020-11-21,2023-06-09,0.93,0.88,1006,-887,0.1806201550387597,0.835,Good
idtime00,: -p-33orders,North America,",SUP00, ",9:name,2020-02-20,2022-12-12,0.86,0.88,3119,-1066,0.9996124031007751,0.882,Excellent
0000,",} ",Asia Pacific,name,",{s",2019-09-14,2022-12-14,0.87,0.88,2794,-1064,0.8736434108527131,0.874,Excellent
ldelivery00aT00_scoreid:0000,naorders,Europe,data,quality:_ 0.9 0,2020-05-08,2021-12-02,0.93,0.86,1276,-1441,0.28527131782945736,0.838,Good
country,":-6,_",Latin America,country._SUPtotal,: ,2019-09-05,2025-01-18,0.86,0.88,2043,-298,0.5825581395348837,0.84,Good
quality,contact_,North America, ,onsupplier_,2019-04-01,2021-12-12,0.86,0.88,2110,-1431,0.6085271317829457,0.843,Good
: ,contactSUP4,Europe,:1,country,2021-02-28,2023-05-12,0.89,0.78,1559,-915,0.3949612403100775,0.796,Good
: ,",__@}",Latin America,", ",", ",2018-07-10,2022-01-30,0.9,0.87,3016,-1382,0.9596899224806201,0.894,Excellent
: ,contact.a8:_ ,Europe,supplier_emailorders. ,contract: ,2019-07-16,2024-11-13,0.82,0.84,850,-364,0.12015503875968993,0.758,Good
"SUPstart,-on: a",", ",Europe,o{:00,: ,2020-01-08,2023-01-20,0.93,0.8,1017,-1027,0.18488372093023256,0.803,Good
05emailemail_9n ,ratel,Europe,_}quality{,"country-, ",2018-09-01,2025-01-01,0.93,0.8,2414,-315,0.7263565891472868,0.858,Excellent
___orders,id..,Asia Pacific,"onrate,9",", ",2020-07-03,2023-11-10,0.82,0.88,3034,-733,0.9666666666666667,0.859,Excellent
",-6starton97",- ,Europe,, ,2019-12-08,2026-01-12,0.93,0.86,3104,61,0.993798449612403,0.908,Excellent
", ",oni0supplier}contract,North America,:_ ,",_ ",2019-07-22,2024-04-01,0.88,0.77,1344,-590,0.3116279069767442,0.779,Good
", ",contact ,Europe,,_ ,2020-07-02,2026-01-12,0.83,0.87,2400,61,0.7209302325581395,0.835,Good
:00,supplier5-_on_ ,Europe,4supplied_8.,00,2018-09-20,2024-01-16,0.87,0.81,991,-666,0.1748062015503876,0.776,Good
",o-supplieron ",: ,North America,contact,008.3.111: ,2020-11-18,2024-12-09,0.89,0.83,2110,-338,0.6085271317829457,0.838,Good
-6,8 ,Asia Pacific,l,country,2018-07-22,2023-03-22,0.82,0.86,2592,-966,0.7953488372093023,0.834,Good
:nl2,_.,Latin America,", ",total_email,2018-11-14,2021-12-01,0.82,0.84,1312,-1442,0.2992248062015504,0.776,Good
a._ ,:-,Latin America,rateregion_contact00_ ,score00contract,2021-07-22,2023-03-21,0.82,0.88,2122,-967,0.6131782945736434,0.823,Good
:00,", ",Latin America,":contactregion,",,2021-07-19,2025-09-03,0.85,0.8,988,-70,0.17364341085271318,0.762,Good
,: ,Europe,: ,_.-9en28}00email,2018-12-30,2023-12-17,0.93,0.87,1206,-696,0.25813953488372093,0.839,Good
supplier_@_},:-00-2score,Europe,country__: ,", @",2021-07-22,2023-12-21,0.92,0.82,1888,-692,0.5224806201550387,0.84,Good
o, ,Asia Pacific,contact_-9T000,country,2018-11-29,2025-09-13,0.89,0.88,2180,-60,0.6356589147286822,0.861,Excellent
", ",:i,Asia Pacific,", ",,2021-05-05,2021-12-01,0.82,0.79,1016,-1442,0.18449612403100776,0.744,Good
2 ,email__{,North America,", ","0__startquality,_ country_rate",2021-07-22,2023-12-07,0.82,0.83,1692,-706,0.44651162790697674,0.787,Good
total,:0 ,Latin America,supplier: ,s.{.22,2018-05-10,2022-05-03,0.82,0.87,1274,-1289,0.28449612403100777,0.786,Good
. ,: ,North America,00,:00,2019-09-08,2025-08-01,0.93,0.82,2659,-103,0.8213178294573643,0.875,Excellent
: ,202_9_,Middle East & Africa,{_l_e,contract,2019-07-05,2025-06-16,0.92,0.77,552,-149,0.004651162790697674,0.768,Good
"-supplier00, ",:2: ,Europe,region_,_,2019-11-20,2024-07-12,0.9,0.84,1003,-488,0.17945736434108528,0.804,Good
", scorenameratedelivery  ",: ,Europe,quality-9T0000: , :on,2020-06-03,2024-07-20,0.93,0.78,1006,-480,0.1806201550387597,0.795,Good
contact_,": -contract00supplierT00 0, ",Europe,SUP_,contract,2019-11-23,2024-06-05,0.84,0.82,741,-525,0.07790697674418605,0.756,Good
: contractcontract},":, ",Europe,quality__contact},onSUP_1endcontact,2020-07-22,2021-12-01,0.82,0.81,1341,-1442,0.31046511627906975,0.765,Good
5,{,Europe,",{",: ,2020-07-14,2023-01-11,0.9,0.77,784,-1036,0.09457364341085271,0.767,Good
.} ,_ ,Asia Pacific,: ,score}::00supplier,2018-12-09,2024-03-12,0.88,0.87,1463,-610,0.3577519379844961,0.824,Good
country__rate,:timee,Europe,contract_supplied,: ,2019-04-18,2024-08-20,0.84,0.8,755,-449,0.08333333333333333,0.748,Good
rate 0emailasupplieremail4,: ,North America,@_nscore__rate__,contact_:,2018-05-10,2025-01-05,0.83,0.83,995,-311,0.17635658914728683,0.765,Good
: ,4aonorders_,North America,:end,supplier ,2021-02-14,2023-05-04,0.88,0.87,892,-923,0.13643410852713178,0.802,Good
1,_supplier.,Latin America, ,",idcontract",2020-05-02,2025-06-12,0.85,0.87,1282,-153,0.2875968992248062,0.802,Good
 ,,North America,:00o,"-_}total,",2019-09-01,2024-03-12,0.87,0.88,827,-610,0.11124031007751937,0.798,Good
00: ,: ,Latin America,9.orders8_supplied9totall,,2021-07-22,2026-01-12,0.89,0.77,904,61,0.14108527131782947,0.767,Good
supplier,data_,North America,202,:quality,2019-12-24,2024-01-21,0.93,0.88,640,-661,0.03875968992248062,0.821,Good
on_,S: ,Europe,s,country 0ona ,2019-03-22,2024-03-01,0.88,0.86,766,-621,0.08759689922480621,0.793,Good
: ,region_email,Asia Pacific,delivery {},contact .,2018-12-14,2024-09-12,0.82,0.86,887,-426,0.13449612403100775,0.767,Good
: ,":, ",Asia Pacific,: ,contract ,2019-03-28,2023-07-08,0.93,0.77,1676,-858,0.44031007751937984,0.817,Good
,ide ,Middle East & Africa,:id,"region, ",2019-07-20,2022-12-12,0.83,0.85,852,-1066,0.12093023255813953,0.767,Good
 ,: ,Europe,otime,contract00: ,2020-07-21,2023-12-14,0.89,0.83,1096,-699,0.21550387596899226,0.799,Good
0095: ,-,North America,,pdelivery:_1,2018-09-26,2022-01-14,0.82,0.84,1939,-1398,0.5422480620155039,0.8,Good
: , _,Europe,", ",: ,2019-03-18,2022-12-12,0.87,0.84,872,-1066,0.12868217054263567,0.784,Good
asupplier: ,SUPstart_emailscore,Middle East & Africa,-: ,", ",2018-11-22,2025-07-05,0.93,0.88,1884,-130,0.5209302325581395,0.869,Excellent
"ssupplier_:, ","quality, ",Europe,enda,"_a7, ",2018-07-03,2026-01-12,0.93,0.82,3120,61,1.0,0.893,Excellent
: , _,Europe,: ,:1,2021-07-22,2026-01-12,0.82,0.85,2105,61,0.6065891472868217,0.811,Good
-,",}, ",North America,: ,idregion,2020-12-21,2022-07-30,0.86,0.85,736,-1201,0.07596899224806201,0.778,Good
contractT00a00 si1,", 00",North America,:18n ,,2019-03-28,2022-07-14,0.9,0.77,689,-1217,0.05775193798449613,0.764,Good
}3--8,supplied,Middle East & Africa,score,", ",2020-08-01,2024-03-14,0.82,0.77,1342,-608,0.31085271317829455,0.749,Good
"00_end-,",: contractorders,North America,:: ,country_a,2021-07-22,2021-12-01,0.82,0.8,3103,-1442,0.9934108527131783,0.829,Good
", ",", ",North America,contract4 ,end,2019-01-05,2024-12-25,0.93,0.83,1360,-322,0.3178294573643411,0.829,Good
contact_,suppliercontract,North America,: ,_time_id,2018-05-21,2024-11-22,0.92,0.82,1338,-355,0.30930232558139537,0.819,Good
"onT00supplier, ",", ",North America,contract- ,_,2019-07-10,2023-02-04,0.82,0.8,1410,-1012,0.3372093023255814,0.764,Good
"datasid3region,country4time-p@,",contracte_id,Asia Pacific, _-: ,"oncontact-3, ",2018-07-19,2025-03-04,0.82,0.8,1321,-253,0.30271317829457367,0.76,Good
supplier,: ,Asia Pacific,total_, ,2019-09-21,2026-01-05,0.92,0.85,644,54,0.040310077519379844,0.804,Good
".}l, ",",8T00}9contact}id",Europe, ,s,2020-01-07,2026-01-12,0.93,0.78,2497,61,0.7585271317829457,0.853,Excellent
202-} ,,North America,4quality_1timescore_deliverya-osuppliersupplied,_}_,2019-07-10,2024-08-20,0.88,0.88,755,-449,0.08333333333333333,0.8,Good
"_-8, ",,Europe,: ,-_contact,2019-05-08,2023-05-30,0.82,0.77,2916,-897,0.9209302325581395,0.81,Good
:_delivery009:00,contract,Europe,: ,s,2018-11-02,2025-05-25,0.93,0.84,2292,-171,0.6790697674418604,0.869,Excellent
,"quality9supplier,start-_1id4onendon00",Europe,", ",_.9: ,2019-11-21,2021-12-01,0.84,0.82,914,-1442,0.1449612403100775,0.762,Good
,quality_3.,Europe,",_supplied2a-o00email","contract,_4.9,",2021-07-22,2024-02-29,0.93,0.82,3114,-622,0.9976744186046511,0.893,Excellent
", ",", ",North America,_contactsuppliednameSUP-_o-1478countryname, 00,2020-02-23,2022-01-29,0.93,0.8,884,-1383,0.13333333333333333,0.798,Good
contractscore_,1end{,North America,son,: ,2020-07-20,2021-12-01,0.87,0.85,1001,-1442,0.17868217054263566,0.793,Good
: , 8,Latin America,}8.0," 08,_@_s 0onic:.os 0848} 000.",2018-11-05,2024-03-28,0.88,0.87,3110,-594,0.9961240310077519,0.888,Excellent
:{,: ,Latin America,,__,2018-05-10,2024-05-04,0.84,0.87,1308,-557,0.29767441860465116,0.798,Good
_T00a00,:,Europe,_name,contract,2020-01-06,2024-06-12,0.86,0.88,744,-518,0.07906976744186046,0.79,Good
ratedatarate_ssupplierid_,"supplier7n2.00l,, quality",Latin America,, 0,2018-05-10,2023-01-05,0.93,0.77,1676,-1042,0.44031007751937984,0.817,Good
: ,:name,North America,", ",-_9,2020-03-12,2025-07-18,0.82,0.83,796,-117,0.09922480620155039,0.752,Good
00,_-contact 0,Europe,,,2021-07-10,2022-03-20,0.83,0.79,1662,-1333,0.43488372093023253,0.774,Good
", ",: ,Asia Pacific,contact_contact,", ",2018-05-10,2026-01-12,0.82,0.79,1408,61,0.3364341085271318,0.76,Good
", {",": 1quality_rate,supplied8.region",North America,o: 0090{,delivery_idid-orderstime_ ,2021-07-15,2024-01-04,0.83,0.87,1950,-678,0.5465116279069767,0.818,Good
}3._delivery:,country: ,Europe,._8-{,00,2019-12-01,2024-01-09,0.83,0.87,1508,-673,0.3751937984496124,0.801,Good
":009 0a, __ 0supplied__",.,Asia Pacific,", ",total,2019-07-12,2025-01-01,0.87,0.85,786,-315,0.09534883720930233,0.785,Good
", ",scoretimename,Europe,supplied,0region_s__delivery,2020-04-18,2022-12-23,0.82,0.85,540,-1055,0.0,0.75,Good
:00,: ,North America,: ,,2019-12-22,2025-03-12,0.88,0.88,2116,-245,0.6108527131782946,0.853,Excellent
SUP ,", ",North America,: ,",contracttotal",2021-07-22,2025-09-26,0.84,0.88,3102,-47,0.9930232558139535,0.871,Excellent
00 ,a_orders,Europe,s,: 0,2021-05-12,2024-10-10,0.88,0.88,3116,-398,0.9984496124031008,0.892,Excellent
202,SUP. ,North America,-contact5_-,",name, ",2021-05-18,2025-04-09,0.92,0.88,1241,-217,0.2717054263565892,0.839,Good
contacttime,supplier:_delivery_9,Europe,: ,-400,2019-07-14,2022-09-03,0.82,0.88,1993,-1166,0.5631782945736434,0.818,Good
_score:_,,Latin America,: 009data,00 ,2018-05-10,2025-04-30,0.93,0.82,907,-196,0.14224806201550388,0.807,Good
total0--l0@o.,: ,Asia Pacific,", ","s__,",2018-05-10,2024-09-03,0.82,0.84,720,-435,0.06976744186046512,0.753,Good
e_,", ",Europe,: ,"aorders,s.semail@e: ",2018-05-10,2025-11-05,0.93,0.77,1012,-7,0.18294573643410852,0.791,Good
:}idl,"email_4ie,startlT00: }s0",Europe,00 0__:_,scoresupplier1scoreorderscontractend ,2018-05-10,2022-08-28,0.83,0.88,1685,-1172,0.4437984496124031,0.811,Good
0-,supplieridid__,North America,: ,n ,2020-09-05,2024-03-14,0.92,0.86,716,-608,0.06821705426356589,0.811,Good
_{_,0,Europe,_ ,,2019-11-03,2024-12-01,0.93,0.87,694,-346,0.059689922480620154,0.819,Good
: ,scorescore_-,Europe,"1-suppliertime,00{",-end_{{,2018-05-14,2021-12-01,0.82,0.88,3004,-1442,0.9550387596899225,0.858,Excellent
 ,,Latin America,countryoT00,suppliertotaldelivery,2018-05-10,2026-01-12,0.83,0.82,2110,61,0.6085271317829457,0.804,Good
,"_5-9:_8,00id",North America,: ,:_end,2021-01-22,2021-12-01,0.83,0.83,742,-1442,0.07829457364341086,0.755,Good
@,T00_name,Latin America, ,contract7,2019-07-12,2024-07-13,0.88,0.87,799,-487,0.1003875968992248,0.798,Good
T00:00, ,Middle East & Africa,,: ,2019-04-03,2026-01-12,0.83,0.77,600,61,0.023255813953488372,0.725,Good
end {,",,._id1",Asia Pacific,contact: ,supplier ,2019-03-18,2026-01-12,0.88,0.88,1415,61,0.3391472868217054,0.826,Good
,data ,North America,on,: @.,2018-07-22,2025-03-26,0.83,0.85,3120,-231,1.0,0.855,Excellent
", ", ,North America,",: ",: ,2019-12-24,2024-05-30,0.83,0.78,1343,-531,0.3112403100775194,0.758,Good
_,", ",Asia Pacific,: ,: ,2019-03-06,2023-04-01,0.82,0.81,1356,-956,0.31627906976744186,0.766,Good
suppliersupplier ,,Europe, ,quality: -: ,2021-07-22,2022-04-01,0.89,0.82,642,-1321,0.03953488372093023,0.777,Good
",pcontact-__ ",-00}9,Latin America,":total9.8, ",00,2020-05-05,2024-08-12,0.86,0.83,918,-457,0.14651162790697675,0.777,Good
. ,", ",North America,: ,email,2020-07-22,2026-01-12,0.93,0.82,973,61,0.16782945736434107,0.81,Good
-: ,: ,North America,contract00 ,1: 1,2020-04-27,2024-06-14,0.88,0.88,1008,-516,0.1813953488372093,0.81,Good
", ",8-6delivery,Latin America,contract88: ,"00,00",2019-12-06,2022-05-05,0.91,0.85,828,-1287,0.11162790697674418,0.806,Good
: ,contactcontract,Latin America,: ,: 600,2019-03-03,2026-01-12,0.88,0.86,3110,61,0.9961240310077519,0.884,Excellent
contract00e{,contract100_,Asia Pacific,_a_00T004:: ,,2018-07-14,2024-11-20,0.93,0.84,1324,-357,0.30387596899224806,0.831,Good
: n:s ,202orders,Europe,, _.contactcountry: ,2019-03-18,2024-06-12,0.92,0.84,2119,-518,0.612015503875969,0.857,Excellent
e.email_supplier ,: 000}contract,Europe,:}00,", ",2018-09-22,2025-01-30,0.86,0.81,1008,-286,0.1813953488372093,0.772,Good
: ,", ",Latin America,-score5rate 0.,"regiontime,ltime",2019-12-03,2025-05-14,0.82,0.88,1314,-182,0.3,0.792,Good
country_s,00-,Europe,", ","onsupplier5}8l00,end_00pa0",2019-01-29,2022-03-09,0.83,0.87,3097,-1344,0.9910852713178294,0.862,Excellent
:.0000,: ,Asia Pacific,totaldelivery,00,2019-03-20,2023-02-11,0.89,0.86,910,-1005,0.1434108527131783,0.803,Good
: ,"-9, ",North America,contract 0contracts {,qualitydata,2018-11-10,2024-12-03,0.93,0.82,2116,-344,0.6108527131782946,0.854,Excellent
country:: ,supplier_scorecontact2:00name,Europe,"00,, ",region,2021-07-22,2024-12-02,0.85,0.88,3120,-345,1.0,0.877,Excellent
total_0,":T00, ",North America, ,__,2020-11-11,2023-09-12,0.9,0.85,1574,-792,0.4007751937984496,0.83,Good
: ,: ,Europe,onnonsupplied,",e00email",2021-01-14,2024-04-14,0.93,0.88,1620,-577,0.4186046511627907,0.859,Excellent
"}orders- 0. ,country","}{7_supplied1e.o, ",North America,,", ",2020-11-03,2024-10-05,0.82,0.88,1020,-403,0.18604651162790697,0.781,Good
",contactcontract-end__udeliverytotal",supplied3,Latin America,}5_ ,", _3end__uid__contract",2018-05-10,2023-01-05,0.82,0.88,2101,-1042,0.6050387596899225,0.823,Good
_e ,1_00}n--00,Middle East & Africa,-: ,._: ,2020-07-10,2026-01-12,0.93,0.84,2107,61,0.6073643410852713,0.862,Excellent
4 ,__,Asia Pacific,: ,id,2020-12-10,2023-09-19,0.91,0.77,1652,-785,0.4310077519379845,0.806,Good
 , email00,Latin America,", ",: ,2018-05-10,2024-07-18,0.82,0.88,1881,-482,0.5197674418604651,0.814,Good
 9,", ",Europe,,:_@,2021-07-22,2023-01-02,0.93,0.88,3120,-1045,1.0,0.917,Excellent
suppliern,,Europe,", ",S ,2019-03-24,2024-01-14,0.92,0.83,540,-668,0.0,0.792,Good
:00:-_T00,":_e,004contract:email",North America,": ,_7", ,2018-05-10,2026-01-12,0.82,0.77,1214,61,0.26124031007751936,0.744,Good
: ,: ,Latin America,__, ,2020-02-12,2022-09-04,0.93,0.85,1952,-1165,0.5472868217054263,0.86,Excellent
202scorepndelivery,supplied ,Europe,:,p_ ,2020-03-15,2023-04-12,0.82,0.8,3119,-945,0.9996124031007751,0.83,Good
", ", 0 ,Europe,. ,,2020-03-20,2022-03-14,0.89,0.8,801,-1339,0.10116279069767442,0.775,Good
"7-, ",000 {,North America,o.T00:T00 ,00country_,2020-11-12,2026-01-12,0.89,0.85,3106,61,0.9945736434108527,0.884,Excellent
contact,ratesupplier,Europe,_delivery49,:score_score} ,2018-05-10,2024-08-08,0.83,0.87,1269,-461,0.28255813953488373,0.791,Good
n ,quality0,Europe,, ,2020-07-08,2022-03-15,0.83,0.88,1277,-1338,0.28565891472868216,0.796,Good
contact_4_5,,Asia Pacific,",-12,__5_time",T00country-_,2020-07-25,2021-12-01,0.83,0.84,1680,-1442,0.4418604651162791,0.795,Good
: s,", ",Europe,00 ,", -00contactT00data_id_",2020-04-21,2022-03-17,0.85,0.87,940,-1336,0.15503875968992248,0.789,Good
", ",",-0_.-__id",Latin America,countrycontractquality ,",8",2019-11-15,2024-03-18,0.93,0.86,1866,-604,0.513953488372093,0.86,Excellent
contractcountry,totalcontract{,Latin America,,contract ,2020-03-03,2023-06-11,0.84,0.86,1983,-885,0.5593023255813954,0.82,Good
S1:__::00,: ,Asia Pacific,: ,0,2020-05-15,2023-12-12,0.86,0.86,715,-701,0.06782945736434108,0.781,Good
:_e: ,: ,Middle East & Africa,:name,contract start,2018-05-10,2024-01-12,0.82,0.88,1318,-670,0.3015503875968992,0.792,Good
