supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end
"00_end-,",: contractorders,North America,:: ,country_a,2021-07-22,2021-12-01,0.82,0.8,3103,-1442
,", ",Latin America,-2 .,: ,2019-07-13,2021-12-01,0.93,0.83,1469,-1442
_SUP_email,:-00s,North America,: .,", ",2018-08-21,2021-12-01,0.84,0.87,3108,-1442
:9on,:,Europe,_,_8_,2019-02-07,2021-12-01,0.83,0.88,859,-1442
8: ,,North America,00: id,_suppliedemail_,2019-07-14,2021-12-01,0.88,0.88,3120,-1442
: ,supplied-:delivery: 0email00,North America,country,:00,2019-06-12,2021-12-01,0.82,0.88,2988,-1442
 ,"202,SUP5",Middle East & Africa,supplierorders.,4email,2019-11-03,2021-12-01,0.82,0.88,2100,-1442
__ ,: ,Europe,4,4delivery ,2021-01-10,2021-12-01,0.91,0.86,2430,-1442
,"-orderstime 1_,start7",Asia Pacific,contact,a,2020-05-05,2021-12-01,0.87,0.88,3074,-1442
:: ,pndelivery,Middle East & Africa,@.T00-T00,:{: ,2018-07-22,2021-12-01,0.82,0.77,3120,-1442
end.e_1 0}supplier,supplier_,Latin America,: ,_supplied_,2020-09-23,2021-12-01,0.82,0.84,1241,-1442
: ,_emailstart s1_00,Europe,", ",7,2019-09-22,2021-12-01,0.82,0.88,540,-1442
00,,Asia Pacific,00,:001 0 ,2018-11-03,2021-12-01,0.82,0.81,540,-1442
: ,sscoreid: 00,Asia Pacific,: ,{,2020-03-13,2021-12-01,0.82,0.84,669,-1442
contact8o00,qualitya,Asia Pacific,:i,contract ,2021-07-22,2021-12-01,0.92,0.87,540,-1442
,"suppliers3T00-:001 0}_, ",Europe,,. ,2021-07-22,2021-12-01,0.93,0.81,3110,-1442
", 6 ","country0}--timeoT00 0:00ao.,-time",Latin America,: ,}supplied_delivery008_,2019-02-08,2021-12-01,0.82,0.82,886,-1442
contactT00,: ,Europe,:_supplier ,:,2019-09-05,2021-12-01,0.84,0.88,1348,-1442
", ",SUP 1,North America,", _{",,2019-02-08,2021-12-01,0.89,0.77,3111,-1442
:: ,T00,Middle East & Africa,: {idsupplier8}97:5 ,0}p,2019-09-22,2021-12-01,0.87,0.77,1301,-1442
__rateSUPs,}_rate,North America,contact_,00,2021-07-22,2021-12-01,0.87,0.78,883,-1442
 0: ,: ,North America,"_, ","region,, ",2018-06-15,2021-12-01,0.82,0.8,1879,-1442
on_}orders,: 0_9,North America,contractcontact.,} ,2018-06-22,2021-12-01,0.86,0.87,878,-1442
regions,"total,00",Europe,- S ,A,2020-04-12,2021-12-01,0.93,0.81,1260,-1442
,7 ,Asia Pacific,,__ ,2020-07-03,2021-12-01,0.82,0.81,734,-1442
contract8time , ,North America,total,__id_8,2018-11-01,2021-12-01,0.85,0.88,1515,-1442
: ,"email00,_",Europe,"_end_ 0:,00:end--quality}6_orders",total1deliverycontract. 0onT00-:start00.00: ,2018-05-19,2021-12-01,0.82,0.77,1569,-1442
: ,0,Latin America,._,s ,2019-06-15,2021-12-01,0.93,0.77,1364,-1442
@,: ,Europe,"T00 0start9,startsupplier1 contractcontract_name", 01:  ,2018-06-21,2021-12-01,0.92,0.86,1202,-1442
contractscore_,1end{,North America,son,: ,2020-07-20,2021-12-01,0.87,0.85,1001,-1442
00,": , ",Europe,contactorders_name,: ,2019-01-20,2021-12-01,0.88,0.88,911,-1442
", ",",.00",North America,- 3,00_9,2021-03-29,2021-12-01,0.93,0.83,1245,-1442
: 1, ,Europe,contact: ,:start,2020-11-06,2021-12-01,0.88,0.86,1603,-1442
",.5",contract}: ,Middle East & Africa,T004 ,,2019-11-30,2021-12-01,0.85,0.78,876,-1442
"supplier8, ",", ",North America,", ",: ,2019-01-22,2021-12-01,0.93,0.88,608,-1442
:start,} ,Latin America,"on1,:e}}email",1 ,2021-01-12,2021-12-01,0.84,0.77,759,-1442
",}o",contract ,Europe,,5@7- 0. ,2019-06-06,2021-12-01,0.93,0.87,540,-1442
,",start",North America,qualityrate: ,8,2018-05-10,2021-12-01,0.82,0.83,780,-1442
contact3: ,supplier@supplied_7,Latin America,countrya  0_countryname:00:id,_eas,2020-08-18,2021-12-01,0.93,0.77,1341,-1442
A7pemailtimee,"o, ",Europe,", ",_supplier3_,2020-05-20,2021-12-01,0.82,0.88,2479,-1442
supplier_score: ,.},Middle East & Africa,".00,score8l.700end, ,e6}name00",: ,2019-07-12,2021-12-01,0.82,0.88,1242,-1442
,"_5-9:_8,00id",North America,: ,:_end,2021-01-22,2021-12-01,0.83,0.83,742,-1442
: ,scorescore_-,Europe,"1-suppliertime,00{",-end_{{,2018-05-14,2021-12-01,0.82,0.88,3004,-1442
: ,country,Asia Pacific,endastart9_ ,}e,2021-07-22,2021-12-01,0.9,0.88,3120,-1442
2e.isuppliede3nT0000,contact_}scorel:00,North America,supplier ,: ,2020-07-22,2021-12-01,0.82,0.88,2103,-1442
countryirate,supplier_ ,Europe,", ",supplier25a,2020-07-12,2021-12-01,0.88,0.78,1904,-1442
 0_,: ,Asia Pacific,", ","contractsupplier_time_:-time.s_.,2 ",2019-07-17,2021-12-01,0.82,0.81,1557,-1442
country.a_},-.: ,Europe,,7.8rate: ,2019-07-20,2021-12-01,0.93,0.8,2102,-1442
", ",}_-country_end,North America,qualitycontact_:00-0_}delivery,{_,2019-09-10,2021-12-01,0.9,0.82,2166,-1442
: @country94suppliername-5o_9,contacte,Middle East & Africa,00: {,-,2018-05-10,2021-12-01,0.83,0.82,1562,-1442
_email,contact_,Latin America,, ,2018-05-10,2021-12-01,0.82,0.84,3119,-1442
: 9,00ratedeliverySUP.,Latin America,"8_score:00_suppliedcontact5-, ",total_score__0000: ,2020-11-04,2021-12-01,0.93,0.8,917,-1442
: ,,North America,,contract_orders,2019-12-20,2021-12-01,0.82,0.82,745,-1442
4: ,",_: ",Europe,-4_ ,: ,2018-10-21,2021-12-01,0.93,0.87,1268,-1442
 ,1,Europe,contract ,_quality,2018-07-22,2021-12-01,0.93,0.77,2239,-1442
", 0: ",,Europe,{regioni,supplier8o00,2020-12-02,2021-12-01,0.93,0.85,865,-1442
: 8,00_00:01time 0 ,Asia Pacific,",.:i00","total,",2020-03-16,2021-12-01,0.83,0.83,551,-1442
",}astart.7a",00,Europe, {,", ",2019-06-10,2021-12-01,0.86,0.77,1503,-1442
o,{,Asia Pacific,contract_1quality,", 6",2019-03-19,2021-12-01,0.82,0.88,671,-1442
_: ,", supplied_country",Europe,_start 0qualitystart,: @,2018-09-21,2021-12-01,0.86,0.81,910,-1442
contact_4_5,,Asia Pacific,",-12,__5_time",T00country-_,2020-07-25,2021-12-01,0.83,0.84,1680,-1442
 ,"SUP, ",Middle East & Africa,", {", ,2019-08-01,2021-12-01,0.92,0.88,987,-1442
"2, ","A_-, ",North America,: ,on:{,2019-12-17,2021-12-01,0.88,0.85,3119,-1442
@8T00: ,:orders:T00,North America,",: ",",_",2020-05-18,2021-12-01,0.82,0.8,3029,-1442
202,: ,North America,", ",contract:orders ,2019-09-22,2021-12-01,0.83,0.86,2170,-1442
 ,: ,Middle East & Africa,8_score@-s-,", 7:orders",2018-05-10,2021-12-01,0.88,0.88,887,-1442
: ,", ",North America,: 7,"totalid1,o",2020-03-22,2021-12-01,0.82,0.8,2827,-1442
SUPname,", ",Europe,", ", 0name ,2021-05-05,2021-12-01,0.82,0.86,1480,-1442
quality,-qualitysscoreend,Europe,8: ,regionsupplier0_T00}_ratesupplier__quality00,2019-12-30,2021-12-01,0.87,0.88,2158,-1442
country ,score5,North America,:},,2018-06-05,2021-12-01,0.93,0.88,722,-1442
,ratep_:00: ,North America,"l,","on, ",2021-07-22,2021-12-01,0.85,0.79,710,-1442
datae,SUPT00,North America,{o--9: ,on8i00:00,2018-05-10,2021-12-01,0.92,0.8,874,-1442
_.,,North America,:00,", ",2020-05-03,2021-12-01,0.88,0.77,725,-1442
":,_i,-00",contract_rate,Europe,quality8,", ",2019-01-28,2021-12-01,0.82,0.88,1493,-1442
}0000,,Europe,", ",: ,2020-07-19,2021-12-01,0.86,0.78,602,-1442
:000ss0082{,1 ,Latin America,",",quality ,2021-02-19,2021-12-01,0.93,0.85,979,-1442
:9l8,", ",North America,,id00 2-00,2021-07-22,2021-12-01,0.92,0.87,1227,-1442
{,,Latin America,:00 ,,2020-12-03,2021-12-01,0.93,0.88,1882,-1442
"_ontotal_@3p-, ",scorestart00- ,Asia Pacific,,: ,2021-07-03,2021-12-01,0.83,0.78,1317,-1442
,a:total,Europe,: ,":a:, ",2019-12-30,2021-12-01,0.83,0.88,1259,-1442
:-00 ,: ,Middle East & Africa,-: ,: ,2020-08-05,2021-12-01,0.9,0.8,1268,-1442
", ",",_ ",Middle East & Africa,1 ,00o 7,2020-05-04,2021-12-01,0.93,0.84,1852,-1442
 ,"data, ",North America, ,"SUP_19contract,_start,-1",2021-03-23,2021-12-01,0.82,0.82,1366,-1442
A 0.,98 ,Europe,,,2018-05-22,2021-12-01,0.92,0.8,707,-1442
country_,regionscore,Europe,_,,2018-05-18,2021-12-01,0.93,0.83,951,-1442
sp9l ,.{deliverysupplier_-00:800T00_4:00,Europe,8} ,", ",2020-04-12,2021-12-01,0.88,0.77,996,-1442
5@,:: ,Latin America,_: , ,2020-07-14,2021-12-01,0.93,0.87,2107,-1442
: 00},: endsupplied00region,Europe,_,- ,2020-02-01,2021-12-01,0.9,0.84,1289,-1442
: ,:: ,Europe,data ,,2020-06-04,2021-12-01,0.82,0.78,807,-1442
", ",,Latin America,", _.}",: ,2018-12-03,2021-12-01,0.82,0.88,3120,-1442
 start} 081 ,-__00,North America,a , 0 ,2019-01-30,2021-12-01,0.89,0.88,1343,-1442
{o7,_contract_1,Europe,"@supplied, ", ,2021-07-22,2021-12-01,0.82,0.81,883,-1442
-country_,contractcontract,Europe,", ",: ,2021-07-10,2021-12-01,0.93,0.85,1568,-1442
"-, ",start 0 ,Latin America,"contract,ascore",: ,2018-12-14,2021-12-01,0.84,0.87,2036,-1442
", ",@5a.deliveryscore1_name,Europe,: ,"supplier, 0-.-_ 0 ",2019-06-22,2021-12-01,0.93,0.84,3120,-1442
",8-email",:-,Europe,contract{supplied,on: ,2020-12-27,2021-12-01,0.88,0.83,3111,-1442
qualityorders5__supplier_eal,: ,Latin America,supplier: ,on,2020-06-03,2021-12-01,0.92,0.88,1367,-1442
: ,,Europe,: 0 ,: {,2019-08-01,2021-12-01,0.89,0.81,752,-1442
contract ,data@aadelivery8@,Latin America,:  0 ,end ,2019-12-04,2021-12-01,0.89,0.85,1639,-1442
,:,Europe,",4, ",2contactcontract_,2021-06-27,2021-12-01,0.84,0.77,1605,-1442
: ,"contract_emailic,",Asia Pacific,"contactcontractrate, ","quality_score, ",2020-06-12,2021-12-01,0.88,0.82,665,-1442
-- 0name,,Europe,"SUP8rateid-enddeliverysupplier00,_",}{aa ,2020-07-30,2021-12-01,0.82,0.88,2836,-1442
contract,_-0erate}1orders,Europe,,A-e_.,2019-03-04,2021-12-01,0.82,0.87,1359,-1442
deliverye,", e ",Europe,},:,2021-01-01,2021-12-01,0.92,0.85,1564,-1442
", ",e-,Asia Pacific,", ",region ,2019-01-20,2021-12-01,0.88,0.81,3100,-1442
,_country_,Asia Pacific,on,,2020-07-15,2021-12-01,0.82,0.8,825,-1442
supplied_0,"SUP-,_85_",Latin America,:00,:{suppliers,2018-10-05,2021-12-01,0.93,0.88,1210,-1442
",.a-",",_delivery6: ",North America,: ,:,2018-08-22,2021-12-01,0.92,0.88,974,-1442
contract. ,: ,Europe,":-, ",:4 {,2019-02-10,2021-12-01,0.87,0.88,713,-1442
}00,@ ,North America,:-,: ,2021-07-22,2021-12-01,0.82,0.87,805,-1442
se5,", ",Europe,SUP_,,2018-07-20,2021-12-01,0.83,0.85,1249,-1442
",,_s",":.T008.84,",Europe,:l.T008T00email ,,2019-03-17,2021-12-01,0.92,0.87,1208,-1442
: , 0,Europe,,:s,2019-08-21,2021-12-01,0.87,0.85,1656,-1442
: 7total5ne@s,:end12{ 0@,Latin America, 0start9,", ",2020-01-20,2021-12-01,0.84,0.77,2108,-1442
"supplierT00supplier, ",: {,Middle East & Africa,",",supplier{_,2019-03-17,2021-12-01,0.88,0.77,1523,-1442
-}1enscore,contact ,Europe,}aSUPT00contact,",region}2",2019-09-10,2021-12-01,0.82,0.88,1202,-1442
-,: ,North America,: ,2021 ,2019-02-05,2021-12-01,0.82,0.78,982,-1442
"4e9}orders{18a: - 0,{",region00. on00n:rate,Asia Pacific,: ,: 0,2018-05-18,2021-12-01,0.87,0.84,1953,-1442
", 0 ", ,North America,.orders,_contact__e,2019-03-08,2021-12-01,0.86,0.88,2054,-1442
.,- ,Asia Pacific,"_time-n, ",suppliertotal,2021-05-29,2021-12-01,0.83,0.85,1361,-1442
",00_-00_time","quality,",Middle East & Africa,", ",: ,2018-12-28,2021-12-01,0.86,0.84,1567,-1442
"contract_on__,rate",{: ,North America,contact51-country00T00_00score00.,a-,2019-07-20,2021-12-01,0.83,0.83,1242,-1442
quality,"contact: timea,T00supplied",Europe,supplier_score0,_._:_i_s@,2020-11-22,2021-12-01,0.89,0.84,641,-1442
"A0},",l,Europe,,", {time@",2021-02-28,2021-12-01,0.86,0.81,1879,-1442
"totallsupplier, ",score,Asia Pacific,n,,2018-07-14,2021-12-01,0.83,0.84,1243,-1442
score_,", @--",Europe, 0country ,: ,2020-09-01,2021-12-01,0.82,0.84,1464,-1442
delivery: ,,North America,", ",:008p ,2019-12-01,2021-12-01,0.82,0.8,2641,-1442
,total_,North America,contract_}T00_,datacontract85contract ,2019-05-08,2021-12-01,0.93,0.88,2870,-1442
", 0 ",} .,Asia Pacific,A , ,2019-11-10,2021-12-01,0.89,0.88,3116,-1442
"totalratecountry,end_0-00",,Europe,supplier_4 ,,2019-04-22,2021-12-01,0.88,0.82,1321,-1442
quality ,,North America, ,,2021-01-03,2021-12-01,0.92,0.79,650,-1442
1:o009,"on, ,orders0s 0, s,s_",Asia Pacific,} ,: ,2018-08-05,2021-12-01,0.84,0.77,997,-1442
supplier.-_deliveryrate,:7delivery_1_,Latin America,":deliverytime_a_,nameidcontact",contract_:,2018-05-10,2021-12-01,0.88,0.81,1249,-1442
country1- 0_time-0 900._1 {,contact,Europe,00,"email5_idend3, ",2019-02-03,2021-12-01,0.92,0.77,1386,-1442
:email,8orders6-@l:0_,Latin America,"supplier._score,_ ",-100total,2018-07-14,2021-12-01,0.91,0.77,1451,-1442
", ",",00 ",Europe,00}n ,:_.,2018-07-24,2021-12-01,0.88,0.88,3120,-1442
} __0000_00_ {9_,: ,Latin America,"_,-orders_:time",":, ",2018-12-29,2021-12-01,0.82,0.82,1329,-1442
"scontact, ",},Asia Pacific,", ",8T00email1: ,2021-07-22,2021-12-01,0.86,0.86,716,-1442
{,2,Asia Pacific,SUPemail__,_,2020-01-01,2021-12-01,0.93,0.86,591,-1442
,", ",Asia Pacific,":_ 0}5total3,SUP, ",: ,2018-09-05,2021-12-01,0.93,0.86,2945,-1442
"supplier,{",", ",North America,}_supplied,"startadelivery},  0e",2018-11-07,2021-12-01,0.86,0.83,3119,-1442
: ,SUP,North America,: , ,2020-02-14,2021-12-01,0.82,0.81,719,-1442
: s,": name, ",Europe,"-12a_7,@,004.,008 1_00",",",2019-08-15,2021-12-01,0.93,0.82,1452,-1442
",  ","1-@1.n s9, ",Europe,", -contacts ",data3,2018-07-09,2021-12-01,0.82,0.85,2123,-1442
qualityn,,Latin America,", ",",_,_7 ",2021-07-22,2021-12-01,0.91,0.77,1572,-1442
002}e,datascore,Europe,"countrytotal, ", ,2021-01-20,2021-12-01,0.82,0.81,648,-1442
SUP,on-quality.00 time,North America,: ,l,2018-07-04,2021-12-01,0.87,0.81,1034,-1442
:5-orders-o,.003{_ ,Europe,}contract1eT00,00contractidT00contractdeliveryid,2018-05-10,2021-12-01,0.82,0.88,1242,-1442
_onsuppliedidend9idcontractquality3T00a,_time ,Middle East & Africa,contact,00,2018-07-12,2021-12-01,0.87,0.77,1255,-1442
,,Europe,2o ,total ,2021-07-22,2021-12-01,0.82,0.85,1294,-1442
region,e ,Europe,totals_- start,T00orderss,2018-05-10,2021-12-01,0.83,0.87,1247,-1442
,", ",Asia Pacific,,_end-,2018-12-05,2021-12-01,0.87,0.85,2876,-1442
0,"emailoa,rate",North America,_800,",0T00 ",2019-08-05,2021-12-01,0.82,0.84,869,-1442
:T001220 ,,Europe,",on84supplied}a63 7",}.00.p ,2021-03-15,2021-12-01,0.87,0.83,1994,-1442
"contracttotal_l,_ ",,Europe,:4,00: ,2021-02-22,2021-12-01,0.93,0.81,1014,-1442
name00 , ,North America,end{a,",.n@6, ",2019-07-18,2021-12-01,0.82,0.82,2104,-1442
,region ,North America,. ,score_: ,2020-06-22,2021-12-01,0.9,0.77,2862,-1442
}_orders_,contract{-,Latin America,"data, ",end,2021-07-11,2021-12-01,0.9,0.77,775,-1442
_,":, ",Asia Pacific,name5,-00,2018-05-30,2021-12-01,0.92,0.8,1940,-1442
 ,o008 ,Europe,", ",: ,2021-05-22,2021-12-01,0.82,0.82,2101,-1442
:_, ,Europe,datacontract_oni3_delivery_deliveryqualitya_delivery,",_ _",2020-05-03,2021-12-01,0.89,0.84,540,-1442
", ",countrysuppliedid_,Asia Pacific,e9008pT0000,quality_,2018-05-10,2021-12-01,0.88,0.88,805,-1442
:_end,datacountrys,Europe,",",",onamei_",2021-06-01,2021-12-01,0.92,0.8,564,-1442
{,", ",Europe,": 0{, ", ,2021-02-17,2021-12-01,0.82,0.78,1566,-1442
lid00,",00",Europe,country,", ",2019-07-16,2021-12-01,0.92,0.8,2754,-1442
._00 0,_:.,Asia Pacific,a_start,"00e,_",2020-06-01,2021-12-01,0.89,0.87,540,-1442
1.T00quality: ,o,Europe,,:00,2020-02-01,2021-12-01,0.87,0.84,886,-1442
:00,,North America,:00}7,-. ,2018-05-10,2021-12-01,0.82,0.82,3106,-1442
 ,_ ,Latin America,,contracta_-,2018-05-10,2021-12-01,0.93,0.77,743,-1442
on_ 0_supplied,contractid,Europe,_orders_.deliverytotal}_8,"_, ",2018-05-10,2021-12-01,0.85,0.77,2113,-1442
".e-, ",", ",Asia Pacific,email,id,2019-03-22,2021-12-01,0.88,0.77,3120,-1442
:@ae,-450}oregion00 ,Latin America,", ",A_  ,2018-12-30,2021-12-01,0.92,0.77,1332,-1442
contact 0:7SUP,", ",North America,: ,__,2020-01-03,2021-12-01,0.87,0.82,665,-1442
 ,s,Middle East & Africa,_:SUP@ ,.contract,2021-07-18,2021-12-01,0.91,0.77,1448,-1442
,"contract__9, ",Asia Pacific,contactordersscore,:00--n00}7suppliercontractorders5id,2020-02-12,2021-12-01,0.88,0.8,917,-1442
}700contractaacontact4,s14_,Europe,00,SUP___ ,2020-05-18,2021-12-01,0.92,0.84,971,-1442
total--supplieron,00: 0,Europe,: _name,00 ,2020-09-21,2021-12-01,0.87,0.82,861,-1442
supplied___l,: ,Latin America,datae,: ,2018-05-10,2021-12-01,0.82,0.8,2594,-1442
pdelivery,country ,Middle East & Africa,202_iname,: ,2018-05-10,2021-12-01,0.84,0.88,1554,-1442
: ,"SUP00_startT00a}.--s,,_,00",North America,}time2,"2,00",2018-05-10,2021-12-01,0.89,0.77,954,-1442
-n ,8SUP  ,Asia Pacific,", ","supplierT00-:, 00.",2019-02-20,2021-12-01,0.82,0.88,1169,-1442
o_-:-1,:p-_rate_e ,Asia Pacific,} ,", a",2020-12-20,2021-12-01,0.88,0.82,1472,-1442
": .. 0}startscore, _score",T001: -9{4,Europe,delivery__T00 0-.csupplied{,. ,2018-12-01,2021-12-01,0.82,0.84,3102,-1442
"-, -}_",_name.__,North America,,",.ses",2019-12-12,2021-12-01,0.87,0.85,719,-1442
__-,- ,Middle East & Africa,},}T00: ,2020-08-22,2021-12-01,0.86,0.83,889,-1442
:delivery {SUP{7,quality_ ,Asia Pacific,-on-T00:id_,: ,2021-01-10,2021-12-01,0.83,0.84,1230,-1442
_,{4,Latin America,"_region,p, ",00{ ,2018-12-15,2021-12-01,0.86,0.77,3108,-1442
",supplier ",end.8niorderse,Europe,:e,},2020-02-10,2021-12-01,0.88,0.77,707,-1442
:00deliveryn:e ,",.,9contract {",Asia Pacific,1asuppliedT00:8-24 ,-ea-id,2019-12-25,2021-12-01,0.82,0.87,762,-1442
: ,{,Latin America,", ",": @, ",2021-05-17,2021-12-01,0.93,0.77,1916,-1442
_supplied 0aee email9id 4-9_:on,quality}score_2@,North America,"qualitystart, ",",start{",2018-09-14,2021-12-01,0.89,0.84,746,-1442
",: 14 ",",orders 0-- ",North America,"},start ",0,2019-06-22,2021-12-01,0.93,0.86,937,-1442
supplier ,",8_00} _ 01--a",Europe,: ,",, ",2020-07-21,2021-12-01,0.93,0.81,1245,-1442
", ",: ,Middle East & Africa,", suppliedaname:, 50",_}_,2018-08-18,2021-12-01,0.88,0.84,3120,-1442
: 0,:: ,Asia Pacific,",.orderssuppliedend ",_7contact_:,2018-05-10,2021-12-01,0.88,0.83,3106,-1442
}_a,",",Middle East & Africa,contract_-38}T002_00 02supplier,onrate_quality,2020-10-12,2021-12-01,0.86,0.87,1582,-1442
contract ,", ",North America,,startoiddelivery_,2018-09-21,2021-12-01,0.85,0.83,809,-1442
: ,", ",Latin America,,}}orders_{: {,2018-07-21,2021-12-01,0.82,0.88,716,-1442
contact.,} ,Europe,s{:s,: ,2019-09-12,2021-12-01,0.93,0.85,796,-1442
_region,ona5.on,Europe,ratedatacontract ,"supplied,_.{7 ",2018-05-10,2021-12-01,0.82,0.77,1321,-1442
"7_. 0delivery,_",91__.-o _s,North America,: ,:,2018-05-10,2021-12-01,0.88,0.77,3109,-1442
rate,_region 0,Latin America,4orders8n@00_.,sedelivery,2020-09-21,2021-12-01,0.92,0.84,827,-1442
9,", -",Europe,: ,: ,2019-11-12,2021-12-01,0.83,0.86,540,-1442
":startSUP8n8:,{",", ",Asia Pacific, ,",0s}supplier_9__",2021-01-08,2021-12-01,0.83,0.83,2629,-1442
}SUP,: ,Middle East & Africa,a,"name2ordersorders,,n8",2019-04-01,2021-12-01,0.91,0.86,920,-1442
quality6,: ,North America,data0o: ,__5: ,2019-02-05,2021-12-01,0.86,0.87,2062,-1442
"contact,ratedata ",data,North America,4-id,.{_ide,2018-06-05,2021-12-01,0.87,0.77,939,-1442
,",lscore}",Middle East & Africa,n,contract,2018-09-21,2021-12-01,0.82,0.87,3112,-1442
supplied8-: ,:00,Europe,s_i.: , ,2018-06-15,2021-12-01,0.93,0.82,2640,-1442
"}}00a, ",", ",Middle East & Africa,:orders ,: ,2018-05-10,2021-12-01,0.82,0.82,1858,-1442
,,Europe,},4end ,2019-05-16,2021-12-01,0.93,0.83,660,-1442
_region,", ",Europe,data,score85-_delivery@,2018-05-10,2021-12-01,0.93,0.81,862,-1442
", ",,Europe,:start ,-_ 0.,2020-07-03,2021-12-01,0.91,0.85,1005,-1442
 ,on_4:@qualitysupplier7,Europe,total,",",2018-05-10,2021-12-01,0.89,0.77,1230,-1442
supplieridend ,A_nameid8: ,North America,,: ,2018-05-10,2021-12-01,0.82,0.86,1262,-1442
,.a74_scoretime_T00,North America,:__icscoreT00sid_on_,,2019-07-21,2021-12-01,0.82,0.86,2122,-1442
{,_{T00,Europe,:{,:_0: ,2019-09-01,2021-12-01,0.93,0.77,2505,-1442
 0,,Middle East & Africa,: ,,2020-09-12,2021-12-01,0.87,0.86,3114,-1442
: ,: ,Europe,countrydata,l}00,2019-06-21,2021-12-01,0.91,0.88,1562,-1442
:.,:rate ,Europe,: ,", ",2019-06-30,2021-12-01,0.9,0.77,870,-1442
", ",id ,Asia Pacific,:-,_ ,2019-11-14,2021-12-01,0.82,0.8,1281,-1442
score4{qualitytotal ,: 7a: ,Latin America,"quality,ototal__- 0region ",contract 0,2020-11-12,2021-12-01,0.93,0.83,2163,-1442
,delivery ,Latin America,": ,_0",0,2019-09-14,2021-12-01,0.93,0.84,1015,-1442
",- ",",: ",Middle East & Africa,_{, ,2019-08-18,2021-12-01,0.86,0.86,652,-1442
supplier_supplier: ,quality00_,Europe,contract_,__,2018-07-01,2021-12-01,0.93,0.8,1272,-1442
"202time, ",", ",Europe,:on_id,T0000:0000:._,2018-12-03,2021-12-01,0.89,0.86,975,-1442
: ,supplied6 ,North America,{,score}.}1,2018-11-18,2021-12-01,0.93,0.84,1697,-1442
supplier ,email: 3 ,North America,supplied,,2020-07-03,2021-12-01,0.87,0.77,987,-1442
:,:delivery ,Europe,: ,T00_ ,2021-01-12,2021-12-01,0.9,0.86,718,-1442
region,idT00- ,Europe,contactcontract-01_2__supplied,:,2019-07-29,2021-12-01,0.9,0.77,1276,-1442
,.on_3 ,Latin America,}lsupplier_:,{,2019-09-12,2021-12-01,0.93,0.87,1254,-1442
: ,", ",Asia Pacific,:.,: ,2018-12-16,2021-12-01,0.83,0.83,1194,-1442
"00l00,s",: ,North America,a,contact,2020-12-16,2021-12-01,0.93,0.85,1296,-1442
 ,@onsupplier_id,Middle East & Africa,:semail,", ",2019-04-18,2021-12-01,0.84,0.82,3111,-1442
A_: ,: ,Asia Pacific,: ,: ,2018-07-14,2021-12-01,0.84,0.85,635,-1442
l_a, ,Europe,", ",8{,2021-05-22,2021-12-01,0.93,0.78,2228,-1442
supplier ,: ,Europe,",6",": ,",2020-08-22,2021-12-01,0.83,0.83,984,-1442
_: ,supplier,Europe,: ,,2019-04-27,2021-12-01,0.93,0.83,1256,-1442
",start@8_rate",:_},Asia Pacific,end}contract:93:,00country,2018-09-20,2021-12-01,0.87,0.85,540,-1442
: .data,:orders_o,Europe,supplieremail__00SUPcontract,: ,2018-12-17,2021-12-01,0.86,0.82,1005,-1442
,supplier 0.4_time,Europe,: ,--delivery8name ,2019-05-08,2021-12-01,0.93,0.77,1241,-1442
supplier_l1: ,SUP0-,Latin America,__,"_-,-id",2019-12-01,2021-12-01,0.88,0.79,1343,-1442
s,,Asia Pacific, ,:-orders,2020-06-12,2021-12-01,0.92,0.81,1345,-1442
_ ,- ,North America,ona_end.end,,2018-06-14,2021-12-01,0.84,0.88,545,-1442
" 0,contact_start00",datastart,Asia Pacific,supplier,",email--end ",2020-03-22,2021-12-01,0.93,0.77,860,-1442
"country_,timerate--53s-412total4-8id} 7",:007:00,North America,: ,:}start,2018-11-08,2021-12-01,0.82,0.83,3069,-1442
-email__, ,Latin America, ,", ",2018-09-22,2021-12-01,0.85,0.88,868,-1442
1,", ",Europe,0,_9_deliverycountry97,2018-08-22,2021-12-01,0.87,0.84,880,-1442
: ,._ 0delivery,Europe,",start_","-,startrateorders_",2018-12-16,2021-12-01,0.89,0.82,2121,-1442
-3,:,Middle East & Africa,: ,sa-12- ,2020-07-18,2021-12-01,0.9,0.87,862,-1442
:_start,: ,Middle East & Africa,,: ,2019-02-01,2021-12-01,0.92,0.88,1896,-1442
_ ,,Middle East & Africa,:_startT00,: ,2019-04-02,2021-12-01,0.92,0.81,884,-1442
total__{,: ,North America,: ,: ,2018-08-14,2021-12-01,0.82,0.88,3110,-1442
,:time: ,Europe,supplied.email,",supplied_7_@",2021-03-27,2021-12-01,0.88,0.87,2204,-1442
id_end,_ratedelivery:orders00,Middle East & Africa,{contact__emaila 0__times_}.: ,total378_:: ,2019-12-27,2021-12-01,0.88,0.86,2182,-1442
oorders3- 01oemail,: ,Middle East & Africa,":score_startid, ","aid, 9",2019-08-01,2021-12-01,0.93,0.83,1004,-1442
