supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied
", scorenameratedelivery  ",: ,Europe,quality-9T0000: , :on,2020-06-03,2024-07-20,0.93,0.78,1006
contact_,": -contract00supplierT00 0, ",Europe,SUP_,contract,2019-11-23,2024-06-05,0.84,0.82,741
: contractcontract},":, ",Europe,quality__contact},onSUP_1endcontact,2020-07-22,2021-12-01,0.82,0.81,1341
5,{,Europe,",{",: ,2020-07-14,2023-01-11,0.9,0.77,784
.} ,_ ,Asia Pacific,: ,score}::00supplier,2018-12-09,2024-03-12,0.88,0.87,1463
country__rate,:timee,Europe,contract_supplied,: ,2019-04-18,2024-08-20,0.84,0.8,755
rate 0emailasupplieremail4,: ,North America,@_nscore__rate__,contact_:,2018-05-10,2025-01-05,0.83,0.83,995
: ,4aonorders_,North America,:end,supplier ,2021-02-14,2023-05-04,0.88,0.87,892
1,_supplier.,Latin America, ,",idcontract",2020-05-02,2025-06-12,0.85,0.87,1282
 ,,North America,:00o,"-_}total,",2019-09-01,2024-03-12,0.87,0.88,827
00: ,: ,Latin America,9.orders8_supplied9totall,,2021-07-22,2026-01-12,0.89,0.77,904
supplier,data_,North America,202,:quality,2019-12-24,2024-01-21,0.93,0.88,640
on_,S: ,Europe,s,country 0ona ,2019-03-22,2024-03-01,0.88,0.86,766
: ,region_email,Asia Pacific,delivery {},contact .,2018-12-14,2024-09-12,0.82,0.86,887
: ,":, ",Asia Pacific,: ,contract ,2019-03-28,2023-07-08,0.93,0.77,1676
,ide ,Middle East & Africa,:id,"region, ",2019-07-20,2022-12-12,0.83,0.85,852
 ,: ,Europe,otime,contract00: ,2020-07-21,2023-12-14,0.89,0.83,1096
0095: ,-,North America,,pdelivery:_1,2018-09-26,2022-01-14,0.82,0.84,1939
: , _,Europe,", ",: ,2019-03-18,2022-12-12,0.87,0.84,872
asupplier: ,SUPstart_emailscore,Middle East & Africa,-: ,", ",2018-11-22,2025-07-05,0.93,0.88,1884
"ssupplier_:, ","quality, ",Europe,enda,"_a7, ",2018-07-03,2026-01-12,0.93,0.82,3120
: , _,Europe,: ,:1,2021-07-22,2026-01-12,0.82,0.85,2105
-,",}, ",North America,: ,idregion,2020-12-21,2022-07-30,0.86,0.85,736
contractT00a00 si1,", 00",North America,:18n ,,2019-03-28,2022-07-14,0.9,0.77,689
}3--8,supplied,Middle East & Africa,score,", ",2020-08-01,2024-03-14,0.82,0.77,1342
"00_end-,",: contractorders,North America,:: ,country_a,2021-07-22,2021-12-01,0.82,0.8,3103
", ",", ",North America,contract4 ,end,2019-01-05,2024-12-25,0.93,0.83,1360
contact_,suppliercontract,North America,: ,_time_id,2018-05-21,2024-11-22,0.92,0.82,1338
"onT00supplier, ",", ",North America,contract- ,_,2019-07-10,2023-02-04,0.82,0.8,1410
"datasid3region,country4time-p@,",contracte_id,Asia Pacific, _-: ,"oncontact-3, ",2018-07-19,2025-03-04,0.82,0.8,1321
supplier,: ,Asia Pacific,total_, ,2019-09-21,2026-01-05,0.92,0.85,644
".}l, ",",8T00}9contact}id",Europe, ,s,2020-01-07,2026-01-12,0.93,0.78,2497
202-} ,,North America,4quality_1timescore_deliverya-osuppliersupplied,_}_,2019-07-10,2024-08-20,0.88,0.88,755
"_-8, ",,Europe,: ,-_contact,2019-05-08,2023-05-30,0.82,0.77,2916
:_delivery009:00,contract,Europe,: ,s,2018-11-02,2025-05-25,0.93,0.84,2292
,"quality9supplier,start-_1id4onendon00",Europe,", ",_.9: ,2019-11-21,2021-12-01,0.84,0.82,914
,quality_3.,Europe,",_supplied2a-o00email","contract,_4.9,",2021-07-22,2024-02-29,0.93,0.82,3114
", ",", ",North America,_contactsuppliednameSUP-_o-1478countryname, 00,2020-02-23,2022-01-29,0.93,0.8,884
contractscore_,1end{,North America,son,: ,2020-07-20,2021-12-01,0.87,0.85,1001
: , 8,Latin America,}8.0," 08,_@_s 0onic:.os 0848} 000.",2018-11-05,2024-03-28,0.88,0.87,3110
:{,: ,Latin America,,__,2018-05-10,2024-05-04,0.84,0.87,1308
_T00a00,:,Europe,_name,contract,2020-01-06,2024-06-12,0.86,0.88,744
ratedatarate_ssupplierid_,"supplier7n2.00l,, quality",Latin America,, 0,2018-05-10,2023-01-05,0.93,0.77,1676
: ,:name,North America,", ",-_9,2020-03-12,2025-07-18,0.82,0.83,796
00,_-contact 0,Europe,,,2021-07-10,2022-03-20,0.83,0.79,1662
", ",: ,Asia Pacific,contact_contact,", ",2018-05-10,2026-01-12,0.82,0.79,1408
", {",": 1quality_rate,supplied8.region",North America,o: 0090{,delivery_idid-orderstime_ ,2021-07-15,2024-01-04,0.83,0.87,1950
}3._delivery:,country: ,Europe,._8-{,00,2019-12-01,2024-01-09,0.83,0.87,1508
":009 0a, __ 0supplied__",.,Asia Pacific,", ",total,2019-07-12,2025-01-01,0.87,0.85,786
", ",scoretimename,Europe,supplied,0region_s__delivery,2020-04-18,2022-12-23,0.82,0.85,540
:00,: ,North America,: ,,2019-12-22,2025-03-12,0.88,0.88,2116
SUP ,", ",North America,: ,",contracttotal",2021-07-22,2025-09-26,0.84,0.88,3102
00 ,a_orders,Europe,s,: 0,2021-05-12,2024-10-10,0.88,0.88,3116
202,SUP. ,North America,-contact5_-,",name, ",2021-05-18,2025-04-09,0.92,0.88,1241
contacttime,supplier:_delivery_9,Europe,: ,-400,2019-07-14,2022-09-03,0.82,0.88,1993
_score:_,,Latin America,: 009data,00 ,2018-05-10,2025-04-30,0.93,0.82,907
total0--l0@o.,: ,Asia Pacific,", ","s__,",2018-05-10,2024-09-03,0.82,0.84,720
e_,", ",Europe,: ,"aorders,s.semail@e: ",2018-05-10,2025-11-05,0.93,0.77,1012
:}idl,"email_4ie,startlT00: }s0",Europe,00 0__:_,scoresupplier1scoreorderscontractend ,2018-05-10,2022-08-28,0.83,0.88,1685
0-,supplieridid__,North America,: ,n ,2020-09-05,2024-03-14,0.92,0.86,716
_{_,0,Europe,_ ,,2019-11-03,2024-12-01,0.93,0.87,694
: ,scorescore_-,Europe,"1-suppliertime,00{",-end_{{,2018-05-14,2021-12-01,0.82,0.88,3004
 ,,Latin America,countryoT00,suppliertotaldelivery,2018-05-10,2026-01-12,0.83,0.82,2110
,"_5-9:_8,00id",North America,: ,:_end,2021-01-22,2021-12-01,0.83,0.83,742
@,T00_name,Latin America, ,contract7,2019-07-12,2024-07-13,0.88,0.87,799
T00:00, ,Middle East & Africa,,: ,2019-04-03,2026-01-12,0.83,0.77,600
end {,",,._id1",Asia Pacific,contact: ,supplier ,2019-03-18,2026-01-12,0.88,0.88,1415
,data ,North America,on,: @.,2018-07-22,2025-03-26,0.83,0.85,3120
", ", ,North America,",: ",: ,2019-12-24,2024-05-30,0.83,0.78,1343
_,", ",Asia Pacific,: ,: ,2019-03-06,2023-04-01,0.82,0.81,1356
suppliersupplier ,,Europe, ,quality: -: ,2021-07-22,2022-04-01,0.89,0.82,642
",pcontact-__ ",-00}9,Latin America,":total9.8, ",00,2020-05-05,2024-08-12,0.86,0.83,918
. ,", ",North America,: ,email,2020-07-22,2026-01-12,0.93,0.82,973
-: ,: ,North America,contract00 ,1: 1,2020-04-27,2024-06-14,0.88,0.88,1008
", ",8-6delivery,Latin America,contract88: ,"00,00",2019-12-06,2022-05-05,0.91,0.85,828
: ,contactcontract,Latin America,: ,: 600,2019-03-03,2026-01-12,0.88,0.86,3110
contract00e{,contract100_,Asia Pacific,_a_00T004:: ,,2018-07-14,2024-11-20,0.93,0.84,1324
: n:s ,202orders,Europe,, _.contactcountry: ,2019-03-18,2024-06-12,0.92,0.84,2119
e.email_supplier ,: 000}contract,Europe,:}00,", ",2018-09-22,2025-01-30,0.86,0.81,1008
: ,", ",Latin America,-score5rate 0.,"regiontime,ltime",2019-12-03,2025-05-14,0.82,0.88,1314
country_s,00-,Europe,", ","onsupplier5}8l00,end_00pa0",2019-01-29,2022-03-09,0.83,0.87,3097
:.0000,: ,Asia Pacific,totaldelivery,00,2019-03-20,2023-02-11,0.89,0.86,910
: ,"-9, ",North America,contract 0contracts {,qualitydata,2018-11-10,2024-12-03,0.93,0.82,2116
country:: ,supplier_scorecontact2:00name,Europe,"00,, ",region,2021-07-22,2024-12-02,0.85,0.88,3120
total_0,":T00, ",North America, ,__,2020-11-11,2023-09-12,0.9,0.85,1574
: ,: ,Europe,onnonsupplied,",e00email",2021-01-14,2024-04-14,0.93,0.88,1620
"}orders- 0. ,country","}{7_supplied1e.o, ",North America,,", ",2020-11-03,2024-10-05,0.82,0.88,1020
",contactcontract-end__udeliverytotal",supplied3,Latin America,}5_ ,", _3end__uid__contract",2018-05-10,2023-01-05,0.82,0.88,2101
_e ,1_00}n--00,Middle East & Africa,-: ,._: ,2020-07-10,2026-01-12,0.93,0.84,2107
4 ,__,Asia Pacific,: ,id,2020-12-10,2023-09-19,0.91,0.77,1652
 , email00,Latin America,", ",: ,2018-05-10,2024-07-18,0.82,0.88,1881
 9,", ",Europe,,:_@,2021-07-22,2023-01-02,0.93,0.88,3120
suppliern,,Europe,", ",S ,2019-03-24,2024-01-14,0.92,0.83,540
:00:-_T00,":_e,004contract:email",North America,": ,_7", ,2018-05-10,2026-01-12,0.82,0.77,1214
: ,: ,Latin America,__, ,2020-02-12,2022-09-04,0.93,0.85,1952
202scorepndelivery,supplied ,Europe,:,p_ ,2020-03-15,2023-04-12,0.82,0.8,3119
", ", 0 ,Europe,. ,,2020-03-20,2022-03-14,0.89,0.8,801
"7-, ",000 {,North America,o.T00:T00 ,00country_,2020-11-12,2026-01-12,0.89,0.85,3106
contact,ratesupplier,Europe,_delivery49,:score_score} ,2018-05-10,2024-08-08,0.83,0.87,1269
n ,quality0,Europe,, ,2020-07-08,2022-03-15,0.83,0.88,1277
contact_4_5,,Asia Pacific,",-12,__5_time",T00country-_,2020-07-25,2021-12-01,0.83,0.84,1680
: s,", ",Europe,00 ,", -00contactT00data_id_",2020-04-21,2022-03-17,0.85,0.87,940
", ",",-0_.-__id",Latin America,countrycontractquality ,",8",2019-11-15,2024-03-18,0.93,0.86,1866
contractcountry,totalcontract{,Latin America,,contract ,2020-03-03,2023-06-11,0.84,0.86,1983
S1:__::00,: ,Asia Pacific,: ,0,2020-05-15,2023-12-12,0.86,0.86,715
:_e: ,: ,Middle East & Africa,:name,contract start,2018-05-10,2024-01-12,0.82,0.88,1318
":, ",_},Europe,:-}p.email__, 0e2supplierscore2:0000,2018-07-12,2024-07-10,0.91,0.88,1307
SUP ,: ,Europe,", ",: ,2021-07-22,2023-04-05,0.82,0.88,1570
: {a,--2,North America,qualityn_ 0contact_ 0,", ",2019-07-15,2023-09-08,0.93,0.84,1010
contact_end,:.1total0000_.data 042},Asia Pacific,00,: ,2019-03-18,2026-01-12,0.88,0.87,3019
 ,2021_ ,North America,8delivery,", contract",2020-04-09,2022-11-15,0.93,0.81,1570
T00: ,,Europe,",_",_namecountrycontract ,2021-03-16,2025-03-01,0.83,0.77,1244
A 0.,98 ,Europe,,,2018-05-22,2021-12-01,0.92,0.8,707
", ",,Europe,: ,", ",2020-01-05,2025-05-12,0.92,0.82,1239
,:supplierl_2-_total,Latin America,supplier,contract00 ,2019-07-01,2023-03-12,0.93,0.77,1211
,: ,Asia Pacific,1s,: ,2020-06-20,2025-12-12,0.89,0.87,2115
: ,"@5:contract0, _SUPs",Middle East & Africa,":-s, ",- 0total00: ,2019-07-01,2026-01-12,0.82,0.77,948
"_SUP1_, ",id 0,North America,: 0total__5,", 0supplier-_",2020-05-13,2021-12-11,0.83,0.88,2113
", ",,Europe,", ",: ,2018-07-03,2024-06-01,0.83,0.88,987
__id ,"contract, ",Latin America,:orders- ,l,2018-12-05,2023-12-07,0.93,0.81,1459
":end, ",":9T00s_.a92,.rate",Europe,202delivery,", .",2021-02-23,2025-05-18,0.82,0.87,629
rate,total-,Europe,: ,", ",2018-09-12,2024-01-12,0.83,0.88,715
rate__,"_., ",North America,: ,: ,2018-07-16,2023-03-23,0.93,0.83,1111
"l, ",: ,Europe, ,countryorders _,2018-05-14,2023-02-18,0.93,0.88,809
contract_time_l_,: ,North America,", ",: ,2018-12-14,2026-01-12,0.93,0.84,2103
"n0{, ",.idon.n 0 ,Latin America,totaltotal,: ,2021-05-22,2025-01-12,0.92,0.88,862
",lensupplier{:id ",country@,Asia Pacific,,:email ,2019-09-01,2022-12-01,0.83,0.83,1754
quality000contract,: ,Asia Pacific,,":,start",2018-09-14,2023-11-20,0.93,0.77,998
: ,":00, ",Europe,:. ,T00,2018-12-12,2026-01-12,0.83,0.88,1574
contract ,data@aadelivery8@,Latin America,:  0 ,end ,2019-12-04,2021-12-01,0.89,0.85,1639
:00,region ,Latin America,", 00",region ,2020-02-22,2025-04-07,0.92,0.87,540
", 8: ",",contractsupplied_time_n 0",Europe,,SUP_,2019-12-01,2023-04-22,0.93,0.87,1573
", ",contact_scoresupplied,North America,start,supplier93s,2018-12-10,2023-09-02,0.83,0.83,550
" ,},, ",contract___.,Middle East & Africa,", ",: ,2021-06-01,2024-10-09,0.82,0.86,3101
,:orders00,Middle East & Africa,", ",", ",2020-04-03,2024-06-12,0.82,0.77,1572
on,: ,Latin America,_.1,_,2018-12-17,2023-12-24,0.88,0.78,3120
total___,", ",Europe,",T00iend",countryid19_ ,2018-05-10,2026-01-12,0.89,0.87,3109
4,: ,North America,p,on ,2019-11-22,2022-07-12,0.93,0.85,3118
country1 ,contract-0077:00,Asia Pacific,contract_on00: ,:,2018-09-14,2026-01-12,0.93,0.8,1012
886:supplier,supplied ,Europe,region,.,2020-09-01,2024-01-18,0.93,0.77,3077
total_rate,:.,Asia Pacific,: 2 0-,: ,2018-05-15,2023-07-02,0.82,0.77,1786
contact_:-name,5} {,Asia Pacific,: ,- ,2020-03-03,2024-01-14,0.88,0.84,889
,:start ,Latin America,: ,countrydeliverytimecontract.,2018-09-10,2024-01-31,0.88,0.87,2105
1,o{,North America,00,: ,2021-07-22,2026-01-12,0.82,0.88,1898
 ,",",Asia Pacific,: ,: ,2018-12-20,2024-11-21,0.82,0.87,891
on:email-l,s.,North America, 0:_ , ,2019-07-03,2026-01-12,0.93,0.77,1914
e: ,end,North America,: ,quality__ ,2019-02-05,2025-09-21,0.83,0.86,1551
,id,Latin America,: ,",end",2018-05-10,2024-07-20,0.82,0.83,1900
_,8contracttotal 0_00total,North America,", ",".{, ",2020-02-04,2025-03-22,0.82,0.83,1918
: 7total5ne@s,:end12{ 0@,Latin America, 0start9,", ",2020-01-20,2021-12-01,0.84,0.77,2108
{,,Latin America,contact ,,2018-06-12,2024-06-17,0.83,0.77,3110
00,:SUPl,Asia Pacific,: ,8_end,2018-07-01,2025-06-17,0.82,0.77,2122
contract0} ,:_1002score:}p_,Latin America,:quality:00deliveryname,:{,2020-09-01,2022-12-08,0.88,0.82,1006
_-00_00,"contract2:{,",Asia Pacific,contract,total00,2021-07-18,2026-01-12,0.93,0.83,1015
",-delivery00-supplied",S1_,Europe,8: ,", ",2019-06-11,2022-12-01,0.82,0.88,1002
contractscore_,: ,Asia Pacific,": ,{",20200country,2018-07-27,2024-04-20,0.88,0.86,2141
: ,8delivery,Europe,supplier___,"on__start,_ ",2020-05-03,2024-11-10,0.82,0.88,1243
"scontact, ",},Asia Pacific,", ",8T00email1: ,2021-07-22,2021-12-01,0.86,0.86,716
} __0000_00_ {9_,: ,Latin America,"_,-orders_:time",":, ",2018-12-29,2021-12-01,0.82,0.82,1329
", ",",00 ",Europe,00}n ,:_.,2018-07-24,2021-12-01,0.88,0.88,3120
SUP,:end2n,Europe,:00 ,contactsuppliedcontractcontact ,2021-02-10,2022-12-17,0.82,0.83,879
contract-1time ,,Asia Pacific,"}{5, ocountry: 000data, ",", ",2021-07-22,2024-03-21,0.88,0.81,666
:email,8orders6-@l:0_,Latin America,"supplier._score,_ ",-100total,2018-07-14,2021-12-01,0.91,0.77,1451
country1- 0_time-0 900._1 {,contact,Europe,00,"email5_idend3, ",2019-02-03,2021-12-01,0.92,0.77,1386
,: ,Asia Pacific,",_, ",: ,2019-07-12,2024-02-14,0.91,0.83,2810
:{1, ,North America,contact{email ,contract ,2020-09-15,2026-01-12,0.93,0.88,1530
SUP,on-quality.00 time,North America,: ,l,2018-07-04,2021-12-01,0.87,0.81,1034
: ,_contact,Asia Pacific,suppliernametime_email_contact_delivery1-T00:00delivery,suppliercontactsregionidestartcontact_l,2020-08-05,2023-12-23,0.82,0.86,2896
:,T00 ,Latin America,8id ,:suppliedquality__rate 0id{00,2021-07-22,2026-01-12,0.92,0.85,3100
: 0.startiddelivery{,_{,Latin America,T00contract___ 0supplier_ ,:: ,2020-09-29,2023-12-22,0.82,0.88,1365
contract,supplied,North America,- ,9,2021-02-02,2024-03-17,0.82,0.86,1904
:.rateregion 0_,supplierSUP-6,Middle East & Africa, ,email00,2018-11-03,2025-12-01,0.93,0.84,840
: ,supplier_00nsupplier2_deliveryi,Latin America,: ,S ,2021-01-12,2024-01-01,0.82,0.88,1304
}-,: ,Asia Pacific,8orders00-p: ,total_,2018-06-18,2024-09-14,0.89,0.83,1655
__ 0: , ,Latin America,", ",quality.T00 ,2019-12-05,2024-06-01,0.84,0.81,2120
5totalregion_a,:supplier_odata,North America,: {,", ",2018-05-10,2023-09-13,0.83,0.87,2114
"email-a1:., ",,North America,1: ,9 .s,2021-07-22,2023-03-10,0.9,0.84,1931
"00@p4n9.,, ",start,North America, ,-1__00n,2018-05-10,2025-11-29,0.93,0.88,550
", ","--score}8-a.3contact00on,suppliedtime.0 delivery",Asia Pacific,total, 0a_endi,2018-09-10,2024-12-02,0.87,0.8,1482
00_s,: ,Asia Pacific,contact ,supplier ,2021-07-22,2024-03-14,0.93,0.82,556
002}e,datascore,Europe,"countrytotal, ", ,2021-01-20,2021-12-01,0.82,0.81,648
"osstart_suppliercontract43-:, ",:suppliedo_00}00,Europe,total,"202}endon, ",2018-06-30,2022-12-12,0.83,0.85,2135
"-,:start",0 ,North America,o-: ,: ,2020-05-30,2021-12-12,0.92,0.88,1252
:rate,,North America,contact: , 0.T00_supplied,2021-01-18,2023-03-28,0.93,0.88,774
 ,: ,Europe,: ,: ,2021-07-05,2024-01-31,0.82,0.88,1893
,,Europe,: ,"00:_T00@,o io",2019-02-01,2026-01-12,0.82,0.77,540
-,00 ,North America, ,ratea__,2018-12-15,2024-09-02,0.83,0.86,3110
_,_contract_email: 05,Europe, 0},", ",2019-03-03,2023-08-12,0.82,0.84,557
end,"}, ",Europe,"00500, 90 0",,2018-12-18,2024-04-30,0.82,0.88,3108
:on,1_,Europe,", total_:total_ ", {,2018-09-20,2024-01-17,0.93,0.85,1245
qualitycontact,qualityoregion {,Europe,{: 00: ,"}:, ",2019-02-12,2023-01-21,0.93,0.77,3098
", ",,North America,", ",o,2019-07-22,2023-01-29,0.88,0.85,1246
SUPo4,nstart ,Middle East & Africa,supplier,_,2021-07-22,2025-06-01,0.93,0.77,2114
@,{,Europe,}countrysupplied}4 ,country}time3,2020-08-17,2023-06-18,0.93,0.77,1127
country_region,a-,Asia Pacific,":contract 600-e__time}}, ",: ,2020-02-20,2021-12-12,0.92,0.77,2121
:email.}.54.,SUP: ,Europe,9a ,region_,2019-07-04,2024-08-01,0.87,0.86,1283
", ",,Asia Pacific,_orderse,}. 0 02: ,2018-05-10,2024-01-31,0.87,0.87,3059
{,:time8region_,Middle East & Africa,on8:quality: ,: ,2018-05-10,2026-01-12,0.84,0.81,2106
: {1,on-00__name,North America, 02}7scoreregion,_,2020-09-02,2023-01-12,0.93,0.87,540
}700contractaacontact4,s14_,Europe,00,SUP___ ,2020-05-18,2021-12-01,0.92,0.84,971
",_id",: ,Latin America,qualitysupplied8name_,name,2021-07-22,2026-01-10,0.93,0.8,2104
 ,__} ,Europe,onil,,2020-10-05,2024-02-12,0.88,0.77,3106
", ",sstart6-SUP_,Middle East & Africa,{s}on,: ,2020-01-30,2023-10-12,0.84,0.88,552
SUP,suppliersupplied,Asia Pacific,}: ,",",2021-05-03,2024-07-09,0.85,0.77,2105
 0 0 ,_,Asia Pacific,8,,2021-07-18,2025-07-02,0.84,0.88,1944
_orders,email,Middle East & Africa,,", ",2020-05-03,2022-01-16,0.83,0.84,2119
", ..",", ",North America,on: ,email ,2019-05-25,2023-03-22,0.82,0.83,615
: ,@_ 0_ 0.supplied,Europe,__,", ",2021-03-02,2025-01-18,0.93,0.88,554
T00nametime,s ,Latin America,total ,_ 01_start,2020-10-05,2026-01-12,0.89,0.85,2107
", ","supplier,_,-@",Europe,total,}__,2021-07-22,2024-10-14,0.93,0.83,1460
 ,_orders_name,Europe,005ide, ,2019-12-01,2025-07-24,0.83,0.88,540
 acontactl00,", ",Asia Pacific,",start: ",: ,2021-07-22,2022-07-05,0.93,0.79,646
 scorecontract{,00: ,Europe,countrycontract1SUPSUP_id,:email,2020-07-14,2024-07-20,0.82,0.88,657
,: ,Europe,- , ,2020-11-20,2025-12-31,0.92,0.86,3101
__deliveryordersorders_00,region@,North America,", score.,_3ao4namea81",: ,2019-02-03,2023-04-29,0.93,0.86,3120
",_",contact__,Europe,",contractT00",00 ,2021-02-05,2025-01-30,0.87,0.85,2114
 ,00,Asia Pacific,: ,country ,2019-09-01,2022-03-29,0.83,0.83,2118
SUP,total_0,Europe,: ,.,2019-09-20,2024-12-09,0.83,0.86,1969
quality,supplied,Asia Pacific,score_a9 50}_:,:-5s,2021-07-22,2024-11-07,0.84,0.87,1340
: ,: ,Asia Pacific,,: ,2020-04-02,2025-01-09,0.84,0.82,2159
 ,-7,Asia Pacific,",contract,-9: ",,2020-09-09,2026-01-12,0.86,0.81,896
7.lsupplier9,"Aids00,on supplied",Asia Pacific,00.eon- ,contract_start,2018-07-14,2023-07-11,0.89,0.88,1553
"_timestart,, ",", ",Latin America,: ,n9,2020-01-24,2026-01-12,0.93,0.87,1343
: ,- ,Asia Pacific,,,2021-03-07,2024-07-22,0.82,0.84,607
country,total ,Europe,", ","SUPcountry, ",2019-06-18,2025-04-20,0.91,0.82,3111
:,", ",Asia Pacific,@, 08suppliedscore.nid}-T009:on email,2019-09-05,2022-08-02,0.82,0.86,889
: 0,:: ,Asia Pacific,",.orderssuppliedend ",_7contact_:,2018-05-10,2021-12-01,0.88,0.83,3106
suppliertotal_,:country,North America,: ,,2018-05-10,2023-10-12,0.83,0.77,3102
", ",: ,Middle East & Africa,", suppliedaname:, 50",_}_,2018-08-18,2021-12-01,0.88,0.84,3120
,:T00@timeT0012 },North America,: ,",_,endendorders",2020-03-15,2025-07-03,0.86,0.81,2076
:_,: ,Middle East & Africa,2: ,:o-suppliertotal8,2021-06-12,2026-01-12,0.88,0.85,543
}800:,aon_:total,Asia Pacific,end,:_9_},2019-02-12,2025-05-12,0.93,0.83,884
:on2,", ",Europe,contract_:{_delivery.T00,nameSUP{name,2020-11-20,2026-01-12,0.88,0.82,726
 0supplied-.3ratea,"ecountry,, ",North America,"25, ",: ,2021-07-22,2026-01-12,0.86,0.88,3120
contact 0_.__00:,: ,Asia Pacific, ,-51__4,2019-03-17,2022-12-31,0.84,0.82,878
contract_,countrystart,Latin America,on,_n}orders ,2018-06-20,2021-12-30,0.93,0.88,1878
", ",email_9supplier,Asia Pacific, ,-region ,2018-05-10,2022-04-11,0.9,0.84,1313
:_end,: ,Latin America,: ,", ",2018-05-10,2023-01-22,0.82,0.77,2105
-1_{,"scorescore-,start 02",North America,.,"_, ",2018-08-03,2024-01-01,0.83,0.88,1558
start: ,,Middle East & Africa,_,contract_ ,2019-05-20,2024-01-22,0.82,0.8,885
_00: ,:.007dataend_.ncontract,North America,4email-deliverycontact: ,",",2018-06-08,2024-05-18,0.93,0.78,1556
"-ordersT00_totalscore,.,",total@,Asia Pacific,202},", ",2021-07-22,2023-12-13,0.89,0.87,549
suppliersuppliercontract_:_email} .se5 ,contact ,Europe,-time.,5-delivery7,2021-07-22,2022-03-05,0.88,0.77,977
rate00timeorders,supplier_rateSUPquality,Latin America,-3,,2019-01-30,2024-08-22,0.93,0.8,680
", -",: ,Europe,SUP,-___time_,2021-02-10,2024-02-14,0.82,0.83,977
s@n,: ,North America,quality1end_,00region,2020-01-12,2026-01-12,0.93,0.81,1369
5-03,", ",Latin America,", 6-T008contractend12} ",{contact800,2019-01-22,2024-09-10,0.89,0.77,543
: ,,Asia Pacific,: , ,2019-08-10,2022-01-14,0.82,0.86,643
_ ,,Middle East & Africa,totalidl,:_s,2020-11-22,2024-09-01,0.83,0.77,1281
,.on_3 ,Latin America,}lsupplier_:,{,2019-09-12,2021-12-01,0.93,0.87,1254
@,": _, ",Latin America,, ,2018-06-05,2024-11-27,0.82,0.83,3120
name ,,North America,-on,nname{__: ,2021-07-22,2026-01-12,0.93,0.82,1552
 -,:,Europe,:: ,,2020-07-01,2024-01-16,0.82,0.83,1253
email,,Latin America,":data2, ",-0 ,2018-05-10,2026-01-12,0.84,0.88,1574
", {",on,Asia Pacific,totalnamescores,4_stime:00,2019-07-14,2024-06-14,0.86,0.88,874
"contractregionemailorders00,name",: ,Europe,",14supplierscore_00",,2020-07-01,2023-01-21,0.88,0.79,1274
supplier.contract{T00a80000:00,contact__1,Latin America,: ,00,2021-03-03,2024-03-12,0.83,0.83,2909
: ,: ,Asia Pacific,contact,:0000_,2020-02-15,2024-01-05,0.88,0.78,1566
,contract,Europe,-name7:0na{:}}regionorders9on00,8-1}_score ,2021-03-02,2026-01-12,0.93,0.83,1513
: ,"8,{,_delivery}delivery",Europe,contracto9,: ,2018-05-10,2026-01-12,0.92,0.84,1253
:,supplier_00onameid_contactT00:@startic: 000-00 ,North America,: ,: 1,2018-09-12,2023-08-12,0.92,0.88,1279
7l00,: ,Europe,supplier{_delivery, ,2018-05-10,2024-08-08,0.93,0.88,724
: ,supplied6 ,North America,{,score}.}1,2018-11-18,2021-12-01,0.93,0.84,1697
: ,__email_country}{{,North America, ,"p00, ",2019-12-16,2024-09-01,0.82,0.77,991
: ,",ssupplierdelivery{0supplied_supplier.,",Asia Pacific,on._ ,1,2018-05-10,2022-05-12,0.93,0.84,1344
 ,",_.@}s",Asia Pacific, ,:_0,2018-11-25,2025-01-05,0.93,0.81,715
"00,region ",contact00. ,North America,800:region78_i ,supplier-,2019-01-22,2025-02-12,0.89,0.88,1894
:9}suppliercontacts,__name ,North America,.8@on ,", ",2020-06-05,2023-10-25,0.82,0.88,1980
:00,_T00supplier_,North America,8},@o 0a111_delivery_,2019-06-14,2024-07-03,0.93,0.83,805
: ,supplier,Europe,"__startsupplied,T00: ",: ,2020-06-03,2025-06-12,0.82,0.8,870
_ 0,datas_--}total@ ,Latin America,__email___,:00 0_id00n00,2021-02-14,2024-11-12,0.82,0.77,1270
}6 0: 0.:00_,contract ,Middle East & Africa,: ,_ 0 ,2019-11-07,2024-08-07,0.88,0.88,1409
s8,"total-{-9s, ",Europe,_rate,ASUP-,2020-08-10,2026-01-12,0.92,0.88,776
: 0end{,"{, ",Europe,:@2orders __,-countrysdelivery,2019-12-01,2024-07-10,0.93,0.79,1891
